,budget,popularity,vote_count,top_cast_avg_rating,director_encoded,release_year,release_month,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,title,genres,director,top_cast,release_date,vote_average,revenue,budget_log,revenue_log,profit_ratio
136,150000000,29.332905,1171,6.114814814814815,1948,2007,10,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bee Movie,"['Family', 'Animation', 'Adventure', 'Comedy']",Steve Hickner,"['Jerry Seinfeld', 'Renée Zellweger', 'Jim Cummings']",2007-10-28,5.7,287594577,18.826145858727198,19.477062331060434,0.91729718
137,150000000,51.247321,1880,6.271936339522531,907,2011,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Kung Fu Panda 2,"['Animation', 'Family']",Jennifer Yuh Nelson,['Unknown'],2011-05-25,6.7,665692281,18.826145858727198,20.3163380826927,3.43794854
138,150000000,33.769336,1151,6.271936339522531,1271,2010,6,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,The Last Airbender,"['Action', 'Adventure', 'Family', 'Fantasy']",M. Night Shyamalan,['Unknown'],2010-06-30,4.7,318502923,18.826145858727198,19.579142213468103,1.12335282
139,150000000,63.079003,2028,6.271936339522531,799,2006,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Mission: Impossible III,"['Adventure', 'Action', 'Thriller']",J.J. Abrams,['Unknown'],2006-05-03,6.5,397850012,18.826145858727198,19.80158564046345,1.6523334133333334
140,150000000,39.004588,1891,6.407777777777778,1789,2013,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,White House Down,"['Action', 'Drama', 'Thriller']",Roland Emmerich,"['Channing Tatum', 'Jamie Foxx', 'Joey King']",2013-06-27,6.4,205366737,18.826145858727198,19.14030790466284,0.36911158
141,150000000,12.362599,199,6.271936339522531,1903,2011,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Mars Needs Moms,"['Adventure', 'Animation', 'Family']",Simon Wells,['Unknown'],2011-03-09,5.5,38992758,18.826145858727198,17.478886520189064,-0.74004828
142,149000000,22.550135,874,6.271936339522531,444,2006,10,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Flushed Away,"['Adventure', 'Animation', 'Comedy', 'Family']",David Bowers,['Unknown'],2006-10-22,6.0,64459316,18.819456870621142,17.981544838577157,-0.5673871409395973
143,150000000,48.03528,954,6.125,960,2015,9,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Pan,"['Adventure', 'Family', 'Fantasy']",Joe Wright,"['Levi Miller', 'Garrett Hedlund', 'Hugh Jackman']",2015-09-24,5.9,128388320,18.826145858727198,18.670569987139285,-0.14407786666666667
144,145000000,38.73494,843,6.666666666666667,1735,2014,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Mr. Peabody & Sherman,"['Animation', 'Adventure', 'Family']",Rob Minkoff,"['Ty Burrell', 'Max Charles', 'Ariel Winter']",2014-02-07,6.7,272912430,18.7922443072814,19.42466153612519,0.8821546896551724
146,145000000,44.989192,1808,6.221666666666667,364,2012,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Madagascar 3: Europe's Most Wanted,"['Animation', 'Family']",Conrad Vernon,"['Ben Stiller', 'Sacha Baron Cohen', 'David Schwimmer']",2012-06-06,6.4,746921274,18.7922443072814,20.431470349323817,4.1511812
147,140000000,54.159392,1092,6.2876068376068375,1215,2002,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Die Another Day,"['Adventure', 'Action', 'Thriller']",Lee Tamahori,"['Pierce Brosnan', 'Halle Berry', 'Rosamund Pike']",2002-11-17,5.8,431971116,18.757152987716434,19.88386928517694,2.0855079714285716
152,145000000,56.747978,1603,6.49878787878788,907,2016,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Kung Fu Panda 3,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",Jennifer Yuh Nelson,"['Jack Black', 'Bryan Cranston', 'Dustin Hoffman']",2016-01-23,6.7,521170825,18.7922443072814,20.071588426974493,2.594281551724138
153,145000000,77.77477,3972,6.271936339522531,212,2011,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Mission: Impossible - Ghost Protocol,"['Action', 'Thriller', 'Adventure']",Brad Bird,['Unknown'],2011-12-07,6.8,694713380,18.7922443072814,20.359009917029358,3.7911267586206896
154,145000000,61.788035,1922,6.271936339522531,1624,2012,11,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Rise of the Guardians,"['Fantasy', 'Animation', 'Family']",Peter Ramsey,['Unknown'],2012-11-21,7.1,306941670,18.7922443072814,19.542168290757132,1.1168391034482759
155,100000000,25.159168,627,6.271936339522531,500,2005,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fun with Dick and Jane,['Comedy'],Dean Parisot,['Unknown'],2005-12-21,5.9,202026112,18.420680753952364,19.123907519287766,1.02026112
156,140000000,52.341226,1895,6.271936339522531,566,2003,12,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,The Last Samurai,"['Drama', 'Action', 'War', 'History']",Edward Zwick,['Unknown'],2003-12-05,7.3,456758981,18.757152987716434,19.939666418053665,2.26256415
158,150000000,73.616808,4518,6.271936339522531,799,2009,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Star Trek,"['Science Fiction', 'Action', 'Adventure']",J.J. Abrams,['Unknown'],2009-05-06,7.4,385680446,18.826145858727198,19.77051972705288,1.5712029733333333
160,145000000,100.21391,3106,6.480555555555555,499,2014,6,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,How to Train Your Dragon 2,"['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']",Dean DeBlois,"['Jay Baruchel', 'Gerard Butler', 'Kristen Wiig']",2014-06-12,7.6,609123048,18.7922443072814,20.227530856167757,3.200848606896552
161,140000000,56.257249,1277,6.271936339522531,47,2016,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Gods of Egypt,['Fantasy'],Alex Proyas,['Unknown'],2016-02-25,5.3,150680864,18.757152987716434,18.83067468141406,0.07629188571428572
162,135000000,17.88953,331,6.271936339522531,1729,2005,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stealth,['Action'],Rob Cohen,['Unknown'],2005-07-28,4.9,76932943,18.72078534381011,18.158444743258723,-0.43012634814814815
163,130000000,64.798873,2811,6.271936339522531,2175,2009,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Watchmen,"['Action', 'Mystery', 'Science Fiction']",Zack Snyder,['Unknown'],2009-03-05,7.0,185258983,18.683045016112164,19.037265317590727,0.4250691
168,137000000,26.074908,433,5.636666666666668,768,2001,7,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,Final Fantasy: The Spirits Within,"['Adventure', 'Action', 'Animation', 'Fantasy', 'Science Fiction', 'Thriller']",Hironobu Sakaguchi,"['Donald Sutherland', 'Ming-Na Wen', 'Alec Baldwin']",2001-07-02,5.9,85131830,18.73549149109167,18.259711565910393,-0.3785997810218978
170,135000000,39.604363,862,6.048717948717948,1377,1999,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,The World Is Not Enough,"['Adventure', 'Action', 'Thriller']",Michael Apted,"['Pierce Brosnan', 'Sophie Marceau', 'Robert Carlyle']",1999-11-08,6.0,361832400,18.72078534381011,19.70669168191842,1.68024
172,120000000,99.687084,2553,6.271936339522531,178,2012,11,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,The Twilight Saga: Breaking Dawn - Part 2,"['Adventure', 'Fantasy', 'Drama', 'Romance']",Bill Condon,['Unknown'],2012-11-13,6.1,829000000,18.603002309079653,20.535730714305842,5.908333333333333
173,130000000,17.7735,373,5.706837606837606,686,2011,11,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Happy Feet Two,"['Animation', 'Comedy', 'Family']",George Miller,"['Elijah Wood', 'Robin Williams', 'Pink']",2011-11-17,5.8,150406466,18.683045016112164,18.82885196722581,0.15697281538461538
175,140000000,44.19092,1000,5.991666666666667,1965,2016,6,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,The BFG,"['Adventure', 'Family', 'Fantasy']",Steven Spielberg,"['Ruby Barnhill', 'Mark Rylance', 'Rebecca Hall']",2016-06-01,6.0,183345589,18.757152987716434,19.02688339983347,0.30961135
176,135000000,100.635882,6396,6.271936339522531,38,2015,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,The Revenant,"['Western', 'Drama', 'Adventure', 'Thriller']",Alejandro González Iñárritu,['Unknown'],2015-12-25,7.3,532950503,18.72078534381011,20.09393911477868,2.9477815037037036
178,135000000,29.91353,2051,6.557575757575758,714,2011,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Rango,"['Animation', 'Comedy', 'Family', 'Western', 'Adventure']",Gore Verbinski,"['Johnny Depp', 'Isla Fisher', 'Ned Beatty']",2011-03-02,6.6,245724603,18.72078534381011,19.319721970858033,0.8201822444444444
179,132000000,84.366984,1346,6.5,583,2014,11,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Penguins of Madagascar,"['Family', 'Animation', 'Adventure', 'Comedy']",Eric Darnell,"['Tom McGrath', 'Chris Miller', 'Christopher Knights']",2014-11-22,6.5,373552094,18.6983124881264,19.738568030722654,1.829940106060606
181,130000000,84.689648,3145,6.25989898989899,1313,2008,6,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Kung Fu Panda,"['Adventure', 'Animation', 'Family', 'Comedy']",Mark Osborne,"['Jack Black', 'Dustin Hoffman', 'Angelina Jolie']",2008-06-04,6.9,631744560,18.683045016112164,20.263995694777233,3.8595735384615386
184,135000000,63.473086,1519,6.271936339522531,2027,2015,3,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Home,"['Fantasy', 'Comedy', 'Animation', 'Science Fiction', 'Family']",Tim Johnson,['Unknown'],2015-03-18,6.8,368871007,18.72078534381011,19.725957569074613,1.7323778296296297
185,132000000,48.572726,2322,6.367676767676767,1965,2005,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,War of the Worlds,"['Adventure', 'Thriller', 'Science Fiction']",Steven Spielberg,"['Tom Cruise', 'Dakota Fanning', 'Miranda Otto']",2005-06-28,6.2,591739379,18.6983124881264,20.198576859429263,3.4828740833333334
187,130000000,20.678787,451,6.144841269841269,306,2011,10,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Puss in Boots,"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy']",Chris Miller,"['Antonio Banderas', 'Salma Hayek', 'Zach Galifianakis']",2011-10-28,6.4,554987477,18.683045016112164,20.134456109294018,3.2691344384615384
188,110000000,48.829437,2093,6.271936339522531,1644,2010,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Salt,"['Action', 'Mystery', 'Thriller']",Phillip Noyce,['Unknown'],2010-07-21,6.2,293329073,18.5159909328476,19.496805656208448,1.6666279363636363
189,125000000,46.115758,2350,6.271936339522531,429,2014,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Noah,"['Drama', 'Adventure']",Darren Aronofsky,['Unknown'],2014-03-20,5.6,362637473,18.643824303266577,19.708914198986903,1.901099784
190,130000000,89.938296,2061,6.258333333333333,1965,2011,10,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,The Adventures of Tintin,"['Adventure', 'Animation', 'Mystery']",Steven Spielberg,"['Jamie Bell', 'Andy Serkis', 'Daniel Craig']",2011-10-25,6.7,371940071,18.683045016112164,19.734243302485748,1.8610774692307692
191,130000000,79.679601,5877,6.271936339522531,55,2004,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Harry Potter and the Prisoner of Azkaban,"['Adventure', 'Fantasy', 'Family']",Alfonso Cuarón,['Unknown'],2004-05-31,7.7,789804554,18.683045016112164,20.487296074083048,5.075419646153846
194,127500000,26.548594,542,6.188888888888889,1667,2000,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Dinosaur,"['Animation', 'Family']",Ralph Zondag,"['D. B. Sweeney', 'Alfre Woodard', 'Ossie Davis']",2000-05-19,6.2,354248063,18.663626930405893,19.685507971453088,1.7784161803921568
195,127000000,115.597753,1851,6.079999999999999,1886,2014,12,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Night at the Museum: Secret of the Tomb,"['Adventure', 'Comedy', 'Fantasy', 'Family']",Shawn Levy,"['Ben Stiller', 'Rami Malek', 'Rebel Wilson']",2014-12-17,6.1,349424282,18.65969765229688,19.671797452390663,1.7513722992125984
196,130000000,68.757242,1918,6.271936339522531,2056,2010,10,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Megamind,"['Animation', 'Action', 'Comedy', 'Family', 'Science Fiction']",Tom McGrath,['Unknown'],2010-10-28,6.7,321887208,18.683045016112164,19.589711759536705,1.4760554461538462
198,130000000,39.448066,1260,6.271936339522531,1764,2013,7,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,R.I.P.D.,"['Fantasy', 'Action', 'Comedy', 'Crime']",Robert Schwentke,['Unknown'],2013-07-18,5.4,61648500,18.683045016112164,17.936959472599376,-0.5257807692307692
202,103000000,42.40024,978,6.465925925925926,266,2014,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Rio 2,"['Animation', 'Adventure', 'Comedy', 'Family']",Carlos Saldanha,"['Jesse Eisenberg', 'Anne Hathaway', 'Leslie Mann']",2014-03-19,6.3,500188435,18.450239555902648,20.030495457388053,3.8561983980582526
203,110000000,2.871739,3506,6.271936339522531,255,2003,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,X2,"['Adventure', 'Action', 'Science Fiction', 'Thriller']",Bryan Singer,['Unknown'],2003-04-24,6.8,407711549,18.5159909328476,19.826070497042362,2.706468627272727
205,125000000,81.499621,3886,6.271936339522531,735,2011,11,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sherlock Holmes: A Game of Shadows,"['Adventure', 'Action', 'Crime', 'Mystery']",Guy Ritchie,['Unknown'],2011-11-22,7.0,334615000,18.643824303266577,19.62849117814803,1.67692
206,125000000,47.686442,2233,6.271936339522531,1251,2010,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Clash of the Titans,"['Adventure', 'Fantasy', 'Action']",Louis Leterrier,['Unknown'],2010-04-01,5.6,232713139,18.643824303266577,19.26531709423308,0.861705112
208,160000000,27.220157,510,6.271936339522531,1006,1999,8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The 13th Warrior,"['Adventure', 'Fantasy', 'Action']",John McTiernan,['Unknown'],1999-08-27,6.4,61698899,18.8906843794481,17.93777666051572,-0.61438188125
211,123000000,45.419668,1386,6.012698412698413,1796,2000,11,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,How the Grinch Stole Christmas,"['Family', 'Comedy', 'Fantasy']",Ron Howard,"['Jim Carrey', 'Taylor Momsen', 'Jeffrey Tambor']",2000-11-17,6.2,345141403,18.627694921466773,19.659464757689904,1.8060276666666666
214,120000000,25.752118,597,6.271936339522531,2161,2000,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,The Perfect Storm,['Drama'],Wolfgang Petersen,['Unknown'],2000-03-15,6.2,325756637,18.603002309079653,19.601661151351784,1.7146386416666666
215,130000000,60.810723,2589,6.271936339522531,2030,2007,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Fantastic 4: Rise of the Silver Surfer,"['Adventure', 'Fantasy', 'Action', 'Thriller']",Tim Story,['Unknown'],2007-06-13,5.4,289047763,18.683045016112164,19.48210250577697,1.2234443307692309
217,110000000,46.834704,1712,5.647222222222222,1318,2007,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Ghost Rider,"['Thriller', 'Action', 'Fantasy', 'Horror']",Mark Steven Johnson,"['Nicolas Cage', 'Eva Mendes', 'Wes Bentley']",2007-02-16,5.2,228738393,18.5159909328476,19.248089524220738,1.0794399363636364
218,120000000,62.641286,2341,6.271936339522531,1575,2016,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Jason Bourne,"['Action', 'Thriller']",Paul Greengrass,['Unknown'],2016-07-27,5.9,415484914,18.603002309079653,19.844956865944873,2.4623742833333333
219,120000000,33.616115,914,6.271936339522531,1365,2003,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Charlie's Angels: Full Throttle,"['Action', 'Adventure', 'Comedy']",McG,['Unknown'],2003-06-27,5.2,259175788,18.603002309079653,19.373017111443918,1.1597982333333334
221,120000000,27.990284,613,6.271936339522531,1735,2002,7,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Stuart Little 2,"['Family', 'Adventure', 'Animation', 'Comedy']",Rob Minkoff,['Unknown'],2002-07-19,5.4,169956806,18.603002309079653,18.95105488626105,0.4163067166666667
222,115000000,67.33767,3439,6.451851851851852,1499,2013,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,Elysium,"['Science Fiction', 'Action', 'Drama', 'Thriller']",Neill Blomkamp,"['Matt Damon', 'Jodie Foster', 'Sharlto Copley']",2013-08-07,6.4,286140700,18.560442695023177,19.471994209349184,1.48818
223,105000000,27.835436,1570,5.902222222222221,489,2004,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,The Chronicles of Riddick,"['Action', 'Science Fiction']",David Twohy,"['Vin Diesel', 'Thandie Newton', 'Karl Urban']",2004-06-11,6.3,115772733,18.46947091764561,18.567139637692993,0.10259745714285715
225,120000000,17.060695,354,6.031666666666666,1234,2008,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Speed Racer,"['Action', 'Family', 'Science Fiction']",Lilly Wachowski,"['Emile Hirsch', 'Christina Ricci', 'Matthew Fox']",2008-05-09,5.7,93945766,18.603002309079653,18.358228226927913,-0.21711861666666665
226,120000000,11.137655,223,6.271936339522531,839,2010,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,How Do You Know,"['Comedy', 'Drama', 'Romance']",James L. Brooks,['Unknown'],2010-12-17,4.9,48668907,18.603002309079653,17.70055094473853,-0.594425775
228,120000000,67.698004,4800,6.271936339522531,1081,2013,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Oblivion,"['Action', 'Science Fiction', 'Adventure', 'Mystery']",Joseph Kosinski,['Unknown'],2013-04-10,6.4,286168572,18.603002309079653,19.47209161123061,1.3847381
229,113000000,44.108427,4116,6.271936339522531,685,2005,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Star Wars: Episode III - Revenge of the Sith,"['Science Fiction', 'Adventure', 'Action']",George Lucas,['Unknown'],2005-05-17,7.1,850000000,18.542898385526172,20.560746908625106,6.522123893805309
233,115000000,54.035265,4432,6.271936339522531,685,1999,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Star Wars: Episode I - The Phantom Menace,"['Adventure', 'Action', 'Science Fiction']",George Lucas,['Unknown'],1999-05-19,6.3,924317558,18.560442695023177,20.644566249133433,7.037543982608696
234,135000000,64.183321,2399,5.956944444444445,313,2013,3,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,The Croods,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Chris Sanders,"['Nicolas Cage', 'Emma Stone', 'Ryan Reynolds']",2013-03-20,6.8,585178928,18.72078534381011,20.18742821996849,3.3346587259259257
235,97250400,20.344364,471,6.271936339522531,2014,2008,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Asterix at the Olympic Games,"['Fantasy', 'Adventure', 'Comedy', 'Family']",Thomas Langmann,['Unknown'],2008-01-13,5.0,132900000,18.392799663847644,18.70510753120793,0.366575355988253
236,115000000,18.714197,341,6.271936339522531,1030,2002,6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,Windtalkers,"['Drama', 'Action', 'History', 'War']",John Woo,['Unknown'],2002-06-14,5.8,77628265,18.560442695023177,18.1674421714069,-0.32497160869565217
237,115000000,60.467984,1523,6.271936339522531,280,2016,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,The Huntsman: Winter's War,"['Action', 'Adventure', 'Drama']",Cedric Nicolas-Troyan,['Unknown'],2016-04-06,6.0,164602163,18.560442695023177,18.91904199314391,0.43132315652173914
238,125000000,143.350376,2636,6.271936339522531,1061,2014,8,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Teenage Mutant Ninja Turtles,"['Science Fiction', 'Action', 'Adventure', 'Fantasy', 'Comedy']",Jonathan Liebesman,['Unknown'],2014-08-07,5.8,477200000,18.643824303266577,19.983446250283592,2.8176
240,116000000,16.90444,428,6.248717948717949,1780,1997,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Dante's Peak,"['Action', 'Adventure', 'Thriller']",Roger Donaldson,"['Pierce Brosnan', 'Linda Hamilton', 'Jamie Renée Smith']",1997-02-07,5.7,178127760,18.569100757691327,18.998011609217937,0.5355841379310344
241,135000000,39.873791,963,6.271936339522531,436,2016,6,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Teenage Mutant Ninja Turtles: Out of the Shadows,"['Fantasy', 'Action', 'Adventure', 'Comedy']",Dave Green,['Unknown'],2016-06-01,5.8,245623848,18.72078534381011,19.31931185457173,0.8194359111111111
245,110000000,42.887121,925,6.05982905982906,1784,1997,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Tomorrow Never Dies,"['Adventure', 'Action', 'Thriller']",Roger Spottiswoode,"['Pierce Brosnan', 'Jonathan Pryce', 'Michelle Yeoh']",1997-12-11,6.0,333011068,18.5159909328476,19.623686287632513,2.0273733454545453
248,110000000,44.635452,2965,6.2063492063492065,544,2005,6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Mr. & Mrs. Smith,"['Action', 'Comedy', 'Drama', 'Thriller']",Doug Liman,"['Angelina Jolie', 'Brad Pitt', 'Vince Vaughn']",2005-06-07,6.5,478207520,18.5159909328476,19.985555340593802,3.347341090909091
249,110000000,103.718387,3829,6.29,1764,2015,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Insurgent,"['Adventure', 'Science Fiction', 'Thriller']",Robert Schwentke,"['Shailene Woodley', 'Theo James', 'Kate Winslet']",2015-03-18,6.2,295238201,18.5159909328476,19.50329305288687,1.6839836454545454
250,116000000,45.616098,1489,6.271936339522531,1331,2004,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,The Aviator,['Drama'],Martin Scorsese,['Unknown'],2004-12-17,7.0,102000000,18.569100757691327,18.440483381052466,-0.1206896551724138
254,110000000,36.65422,1179,6.271936339522531,1660,2011,7,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,The Smurfs,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",Raja Gosnell,['Unknown'],2011-07-29,5.5,563749323,18.5159909328476,20.15012024966736,4.124993845454545
255,110000000,19.625972,389,5.9316666666666675,2141,2004,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Home on the Range,"['Animation', 'Family']",Will Finn,"['Roseanne Barr', 'Judi Dench', 'Jennifer Tilly']",2004-04-02,5.7,103951461,18.5159909328476,18.459434636623456,-0.05498671818181818
257,110000000,37.195046,2692,6.271936339522531,1886,2011,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Real Steel,"['Action', 'Science Fiction', 'Drama']",Shawn Levy,['Unknown'],2011-09-28,6.6,299268508,18.5159909328476,19.516851751784547,1.7206228
258,105000000,32.473628,695,6.271936339522531,1660,2013,7,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,The Smurfs 2,"['Fantasy', 'Family', 'Comedy', 'Animation']",Raja Gosnell,['Unknown'],2013-07-30,5.5,347434178,18.46947091764561,19.666085792078583,2.308896933333333
259,160000000,23.336875,434,6.271936339522531,857,1997,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Speed 2: Cruise Control,"['Action', 'Adventure', 'Thriller']",Jan de Bont,['Unknown'],1997-06-13,4.1,164508066,18.8906843794481,18.91847016648098,0.0281754125
260,110000000,45.94834,2303,6.271936339522531,672,2013,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Ender's Game,"['Science Fiction', 'Action', 'Adventure']",Gavin Hood,['Unknown'],2013-10-23,6.6,125537191,18.5159909328476,18.648112623230556,0.1412471909090909
261,110000000,48.93337,2089,6.271936339522531,1218,2007,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Live Free or Die Hard,"['Action', 'Thriller']",Len Wiseman,['Unknown'],2007-06-20,6.4,383531464,18.5159909328476,19.764932222342033,2.486649672727273
